seller_id,seller_name,city,rating,total_products,fulfilment_type,join_date
SELL02373,Chaudry-Gill,Mumbai,4.4,98,Seller Fulfilled,2021-10-26
SELL02374,Parsa LLC,Kolkata,3.9,465,Platform Fulfilled,2023-01-18
SELL02375,Rajan-Varma,Chennai,3.6,154,Seller Fulfilled,2022-04-16
SELL02376,"Sabharwal, Choudhry and Ramakrishnan",Chennai,4.6,203,Platform Fulfilled,2019-08-03
SELL02377,Zacharia Group,Hyderabad,3.2,484,Platform Fulfilled,2022-08-01
SELL02378,"Ghose, Bora and Grover",Delhi,4.9,156,Platform Fulfilled,2021-06-16
SELL02379,Tara Group,Delhi,4.2,341,Platform Fulfilled,2022-05-13
SELL02380,"Mahajan, Iyengar and Bhakta",Pune,5.0,175,Platform Fulfilled,2019-12-16
SELL02381,Vohra-Sur,Mumbai,3.8,153,Seller Fulfilled,2020-12-02
SELL02382,"Kaur, Sur and Chatterjee",Bangalore,3.8,212,Seller Fulfilled,2022-09-24
SELL02383,Rao-Nazareth,Mumbai,3.8,234,Platform Fulfilled,2019-08-10
SELL02384,Dugar-Divan,Ahmedabad,4.3,345,Seller Fulfilled,2020-02-07
SELL02385,Sethi-Sandal,Kolkata,3.2,189,Seller Fulfilled,2019-09-29
SELL02386,Majumdar-Sidhu,Delhi,3.3,330,Seller Fulfilled,2021-02-27
SELL02387,Chaudhry-Koshy,Bangalore,3.7,169,Seller Fulfilled,2022-10-16
SELL02388,Sridhar-Halder,Chennai,3.7,201,Platform Fulfilled,2020-04-10
SELL02389,Oak PLC,Mumbai,4.1,384,Platform Fulfilled,2019-02-15
SELL02390,Sarkar-Bora,Ahmedabad,4.7,440,Seller Fulfilled,2022-04-15
SELL02391,"Parmer, Mitra and Raja",Chennai,4.6,143,Seller Fulfilled,2021-06-19
SELL02392,Halder-Chokshi,Chennai,2.7,190,Seller Fulfilled,2023-05-30
SELL02393,"Tank, Roy and Khanna",Kolkata,3.6,323,Platform Fulfilled,2021-06-30
SELL02394,Sibal Inc,Chennai,4.5,77,Seller Fulfilled,2020-12-26
SELL02395,Srinivasan-Srivastava,Delhi,4.5,159,Platform Fulfilled,2019-02-04
SELL02396,"Kohli, Mahajan and Chandran",Bangalore,3.2,195,Platform Fulfilled,2020-02-29
SELL02397,Natt PLC,Kolkata,4.3,133,Platform Fulfilled,2023-01-09
SELL02398,Narayan-Bahri,Delhi,3.4,125,Seller Fulfilled,2022-06-04
SELL02399,Hora and Sons,Pune,2.2,117,Seller Fulfilled,2023-06-19
SELL02400,Badami Ltd,Pune,3.2,44,Seller Fulfilled,2021-05-05
SELL02401,Choudhry and Sons,Surat,3.1,104,Seller Fulfilled,2023-07-06
SELL02402,Shankar PLC,Mumbai,4.2,57,Platform Fulfilled,2021-07-21
SELL02403,Wadhwa-Chana,Chennai,3.7,121,Seller Fulfilled,2021-03-12
SELL02404,Menon Inc,Kolkata,4.4,141,Seller Fulfilled,2019-04-19
SELL02405,Ganesh-Wason,Pune,4.3,79,Seller Fulfilled,2020-11-12
SELL02406,Barad Inc,Pune,3.0,117,Seller Fulfilled,2023-09-25
SELL02407,Rege LLC,Delhi,4.5,318,Seller Fulfilled,2022-01-31
SELL02408,Banik-Bhatt,Hyderabad,3.1,413,Seller Fulfilled,2022-02-25
SELL02409,Warrior Group,Ahmedabad,4.6,423,Platform Fulfilled,2023-08-10
SELL02410,Venkataraman-Wable,Delhi,4.2,450,Seller Fulfilled,2020-07-12
SELL02411,Chadha Inc,Surat,3.5,394,Seller Fulfilled,2019-11-02
SELL02412,"Handa, Bhagat and Malhotra",Mumbai,4.0,201,Platform Fulfilled,2022-09-06
SELL02413,"Raja, Bobal and Mall",Mumbai,1.8,309,Seller Fulfilled,2023-02-17
SELL02414,De-Borra,Hyderabad,5.0,346,Platform Fulfilled,2019-03-10
SELL02415,Sawhney-Gandhi,Chennai,4.2,464,Seller Fulfilled,2021-08-24
SELL02416,"Kala, Khare and Rama",Surat,4.7,245,Seller Fulfilled,2023-08-28
SELL02417,Keer-Batra,Ahmedabad,4.2,110,Platform Fulfilled,2020-07-07
SELL02418,Jain-Kuruvilla,Surat,4.0,333,Platform Fulfilled,2021-04-26
SELL02419,Shenoy LLC,Ahmedabad,3.3,382,Seller Fulfilled,2023-11-12
SELL02420,Vasa PLC,Pune,3.2,271,Platform Fulfilled,2023-06-18
SELL02421,"Handa, Ganesh and Mall",Bangalore,2.1,414,Seller Fulfilled,2020-01-18
SELL02422,"Deo, Oza and Morar",Ahmedabad,3.8,115,Platform Fulfilled,2023-08-30
SELL02423,Deshmukh-Thakkar,Hyderabad,3.4,73,Seller Fulfilled,2020-03-17
SELL02424,Chaudhry LLC,Chennai,3.2,376,Platform Fulfilled,2020-04-26
SELL02425,Sarin PLC,Surat,3.6,264,Platform Fulfilled,2019-05-01
SELL02426,"Naik, Purohit and Goda",Surat,4.4,332,Seller Fulfilled,2023-03-05
SELL02427,"Thakur, Korpal and Patla",Kolkata,3.7,50,Seller Fulfilled,2022-05-01
SELL02428,"Garg, Boase and Iyer",Mumbai,4.2,318,Platform Fulfilled,2021-03-24
SELL02429,"Goyal, Patla and Bahl",Kolkata,4.0,377,Platform Fulfilled,2021-11-09
SELL02430,"Kanda, Padmanabhan and Soni",Hyderabad,4.1,345,Seller Fulfilled,2023-07-27
SELL02431,"Wali, Gandhi and Minhas",Surat,3.9,61,Seller Fulfilled,2019-11-11
SELL02432,"Patla, Patel and Dara",Hyderabad,4.0,390,Seller Fulfilled,2020-10-07
SELL02433,"Tella, Jhaveri and Keer",Chennai,3.4,349,Seller Fulfilled,2020-05-07
SELL02434,Anne Inc,Hyderabad,4.2,68,Seller Fulfilled,2023-08-24
SELL02435,Dani and Sons,Hyderabad,2.8,89,Seller Fulfilled,2020-06-30
SELL02436,"Tandon, Walia and Tella",Surat,2.3,169,Seller Fulfilled,2019-03-18
SELL02437,Pradhan-Banik,Mumbai,4.5,233,Platform Fulfilled,2022-07-26
SELL02438,Ahluwalia Group,Ahmedabad,3.4,381,Seller Fulfilled,2021-03-16
SELL02439,Ganesan-Yogi,Kolkata,4.8,376,Platform Fulfilled,2020-02-17
SELL02440,"Arora, Vohra and Venkataraman",Kolkata,4.1,416,Seller Fulfilled,2019-12-06
SELL02441,"Goda, Raghavan and Bala",Mumbai,3.6,175,Platform Fulfilled,2019-10-25
SELL02442,Ganesh Inc,Chennai,4.3,121,Seller Fulfilled,2020-12-22
SELL02443,Hans PLC,Kolkata,3.7,231,Seller Fulfilled,2021-10-04
SELL02444,"Sandhu, Kata and Narayan",Kolkata,3.7,391,Seller Fulfilled,2021-05-22
SELL02445,"Ahuja, Sachar and Kadakia",Pune,3.1,439,Seller Fulfilled,2023-01-29
SELL02446,Bahl and Sons,Delhi,4.1,15,Platform Fulfilled,2022-01-05
SELL02447,Gade-Bhargava,Kolkata,3.2,487,Seller Fulfilled,2021-12-12
SELL02448,"Dhawan, Baria and Sant",Surat,4.8,300,Platform Fulfilled,2021-06-10
SELL02449,Jain Ltd,Chennai,3.2,23,Seller Fulfilled,2022-08-03
SELL02450,"Anand, Muni and Kakar",Hyderabad,3.3,36,Seller Fulfilled,2021-06-17
SELL02451,"Bail, Kunda and Cherian",Mumbai,2.9,266,Seller Fulfilled,2020-05-25
SELL02452,"Mohan, Bansal and Iyer",Delhi,4.0,204,Seller Fulfilled,2022-08-17
SELL02453,Shan-Apte,Pune,4.0,372,Seller Fulfilled,2021-06-03
SELL02454,"Lall, Sami and Mukherjee",Surat,3.6,435,Platform Fulfilled,2019-11-20
SELL02455,Chanda Ltd,Bangalore,4.1,465,Seller Fulfilled,2021-01-29
SELL02456,Lata PLC,Delhi,3.7,430,Seller Fulfilled,2020-01-10
SELL02457,Natarajan and Sons,Kolkata,3.4,102,Seller Fulfilled,2019-08-17
SELL02458,"Dave, Jayaraman and Kamdar",Ahmedabad,2.8,258,Platform Fulfilled,2022-01-22
SELL02459,Grewal-Aurora,Chennai,3.6,418,Platform Fulfilled,2022-05-23
SELL02460,"Lad, Ramaswamy and Misra",Surat,3.6,413,Platform Fulfilled,2021-03-22
SELL02461,Kothari-Hegde,Ahmedabad,4.0,171,Platform Fulfilled,2019-10-17
SELL02462,Dhingra and Sons,Chennai,2.6,272,Seller Fulfilled,2019-05-28
SELL02463,"Natt, Zachariah and Kadakia",Bangalore,4.7,313,Seller Fulfilled,2023-08-27
SELL02464,"Thaman, Acharya and Memon",Pune,4.4,87,Seller Fulfilled,2021-08-11
SELL02465,Dass Inc,Chennai,4.2,468,Platform Fulfilled,2021-11-10
SELL02466,Purohit LLC,Chennai,4.2,297,Seller Fulfilled,2023-09-06
SELL02467,"Bains, Mittal and Char",Pune,3.2,450,Seller Fulfilled,2019-06-28
SELL02468,"Ganesan, Ramesh and Sangha",Surat,4.0,154,Seller Fulfilled,2022-11-24
SELL02469,Khatri-Comar,Kolkata,3.5,366,Seller Fulfilled,2020-12-23
SELL02470,"Lata, Chakrabarti and Thakur",Surat,3.8,98,Seller Fulfilled,2022-07-21
SELL02471,Tripathi-Keer,Chennai,4.6,374,Platform Fulfilled,2019-12-06
SELL02472,"Kaul, Ramakrishnan and Srinivas",Ahmedabad,3.4,363,Seller Fulfilled,2019-04-20
SELL02473,"Ramaswamy, Pau and Babu",Hyderabad,4.6,78,Platform Fulfilled,2022-11-08
SELL02474,"Bava, Balay and Sodhi",Kolkata,3.6,369,Seller Fulfilled,2022-03-07
SELL02475,Dalal Inc,Delhi,3.0,444,Platform Fulfilled,2019-07-29
SELL02476,Kulkarni PLC,Chennai,4.3,405,Seller Fulfilled,2022-04-08
SELL02477,"Chaudhuri, Naidu and Varkey",Chennai,4.3,392,Seller Fulfilled,2020-01-05
SELL02478,Ganesan-Kapur,Ahmedabad,3.8,61,Platform Fulfilled,2020-01-23
SELL02479,Walla PLC,Hyderabad,3.1,344,Seller Fulfilled,2019-11-04
SELL02480,Kari-Dhar,Hyderabad,4.5,330,Seller Fulfilled,2023-03-17
SELL02481,"Brahmbhatt, Brar and Garg",Mumbai,3.6,278,Seller Fulfilled,2021-03-28
SELL02482,Khurana-Chacko,Ahmedabad,4.3,25,Seller Fulfilled,2022-07-25
SELL02483,Pai-Kapoor,Surat,3.0,409,Seller Fulfilled,2022-06-19
SELL02484,"Sha, Barad and Cherian",Delhi,5.0,493,Seller Fulfilled,2022-07-22
SELL02485,"Garde, Loke and Bhavsar",Pune,4.5,112,Platform Fulfilled,2019-06-22
SELL02486,Pant Inc,Chennai,4.5,254,Platform Fulfilled,2021-07-17
SELL02487,Divan-Garg,Delhi,2.9,457,Seller Fulfilled,2020-03-02
SELL02488,"Barman, Chaudhry and Contractor",Chennai,3.3,350,Platform Fulfilled,2019-07-30
SELL02489,Dhaliwal Group,Mumbai,5.0,205,Seller Fulfilled,2021-07-04
SELL02490,Mishra-Pradhan,Hyderabad,5.0,170,Platform Fulfilled,2019-09-15
SELL02491,Iyer LLC,Surat,3.2,338,Seller Fulfilled,2019-08-23
SELL02492,Chaudhry and Sons,Kolkata,3.7,150,Seller Fulfilled,2019-07-19
SELL02493,Kota-Gopal,Mumbai,3.3,486,Seller Fulfilled,2021-03-16
SELL02494,Mitra Group,Pune,4.5,278,Seller Fulfilled,2021-09-30
SELL02495,"Viswanathan, Deo and Sanghvi",Ahmedabad,4.0,211,Seller Fulfilled,2019-07-08
SELL02496,Comar LLC,Bangalore,4.8,192,Platform Fulfilled,2020-09-29
SELL02497,Bahl-Bora,Ahmedabad,4.0,83,Seller Fulfilled,2022-10-04
SELL02498,Halder Ltd,Bangalore,4.4,142,Platform Fulfilled,2021-10-01
SELL02499,Gulati-Varty,Hyderabad,3.7,297,Seller Fulfilled,2020-11-25
SELL02500,"Narula, Lal and Dave",Ahmedabad,4.6,273,Seller Fulfilled,2019-09-22
SELL02501,"Rau, Luthra and Narayanan",Ahmedabad,5.0,167,Platform Fulfilled,2022-10-11
SELL02502,Kuruvilla PLC,Kolkata,4.5,496,Seller Fulfilled,2021-08-31
SELL02503,Rastogi Group,Pune,4.4,309,Seller Fulfilled,2022-02-19
SELL02504,"Samra, Jhaveri and Dayal",Chennai,4.5,297,Platform Fulfilled,2020-01-08
SELL02505,Narain Inc,Surat,4.4,176,Seller Fulfilled,2021-07-09
SELL02506,Narang Group,Delhi,3.6,39,Platform Fulfilled,2020-02-05
SELL02507,Agrawal and Sons,Hyderabad,3.2,484,Seller Fulfilled,2021-03-12
SELL02508,Hayre Inc,Surat,2.8,66,Seller Fulfilled,2021-06-03
SELL02509,Kunda-Tata,Ahmedabad,3.8,426,Platform Fulfilled,2019-04-27
SELL02510,Kakar-Devi,Ahmedabad,3.6,40,Seller Fulfilled,2021-04-09
SELL02511,Sekhon-Ganesh,Ahmedabad,4.1,181,Seller Fulfilled,2023-03-30
SELL02512,Borde-Goyal,Pune,4.0,205,Platform Fulfilled,2021-08-18
SELL02513,"Divan, Anand and Mital",Hyderabad,3.8,337,Seller Fulfilled,2022-01-03
SELL02514,"Gokhale, Khalsa and Wable",Chennai,4.0,357,Seller Fulfilled,2023-09-26
SELL02515,"Morar, Comar and Devi",Surat,3.6,42,Seller Fulfilled,2020-09-05
SELL02516,Walla-Madan,Delhi,3.3,205,Seller Fulfilled,2020-11-12
SELL02517,Raj-Srinivasan,Chennai,3.7,465,Platform Fulfilled,2020-05-21
SELL02518,Vasa Ltd,Mumbai,4.3,138,Seller Fulfilled,2021-10-14
SELL02519,"Bains, Kanda and Rajagopalan",Chennai,4.8,141,Seller Fulfilled,2021-10-13
SELL02520,Shah-Sachdeva,Chennai,5.0,380,Seller Fulfilled,2021-08-15
SELL02521,Nagarajan-Bhatnagar,Delhi,4.4,64,Seller Fulfilled,2021-10-26
SELL02522,Bansal Ltd,Hyderabad,3.2,9,Platform Fulfilled,2023-05-06
SELL02523,"Chatterjee, Datta and Lalla",Pune,3.8,115,Seller Fulfilled,2020-07-04
SELL02524,Mander PLC,Chennai,4.5,211,Platform Fulfilled,2023-02-10
SELL02525,Kari-Choudhry,Bangalore,4.5,229,Platform Fulfilled,2022-01-04
SELL02526,Patil Inc,Pune,2.8,413,Platform Fulfilled,2019-12-30
SELL02527,"Balasubramanian, Naidu and Sangha",Bangalore,4.1,497,Seller Fulfilled,2019-02-11
SELL02528,Patil PLC,Ahmedabad,2.7,154,Platform Fulfilled,2019-04-01
SELL02529,"Kanda, Saha and Pai",Hyderabad,4.6,186,Seller Fulfilled,2019-06-20
SELL02530,Kapur-Bhattacharyya,Ahmedabad,4.2,157,Seller Fulfilled,2019-02-21
SELL02531,"Kurian, Sidhu and Narang",Chennai,1.5,166,Seller Fulfilled,2022-01-11
SELL02532,Sankar-Loke,Hyderabad,4.4,480,Seller Fulfilled,2021-03-01
SELL02533,Mani Ltd,Chennai,4.6,463,Platform Fulfilled,2020-09-23
SELL02534,"Chhabra, Sandhu and Dhar",Kolkata,3.6,183,Seller Fulfilled,2021-05-22
SELL02535,"Dalal, Tiwari and Rajagopal",Mumbai,4.8,361,Seller Fulfilled,2019-02-05
SELL02536,"Barad, Sridhar and Solanki",Ahmedabad,3.7,293,Platform Fulfilled,2022-02-22
SELL02537,"Deshmukh, Chawla and Morar",Surat,4.0,369,Seller Fulfilled,2021-11-07
SELL02538,"Bassi, Pillai and Prashad",Chennai,3.7,388,Seller Fulfilled,2022-03-26
SELL02539,"Wable, Badami and Chandra",Bangalore,3.8,79,Platform Fulfilled,2022-11-08
SELL02540,"Parsa, Magar and Yadav",Delhi,4.5,229,Seller Fulfilled,2022-11-06
SELL02541,Sengupta-Soni,Delhi,2.9,62,Seller Fulfilled,2019-01-26
SELL02542,Viswanathan-Bhat,Kolkata,4.5,454,Platform Fulfilled,2019-07-09
SELL02543,Srivastava LLC,Delhi,5.0,419,Seller Fulfilled,2019-04-07
SELL02544,Palan-Parmar,Delhi,3.0,483,Platform Fulfilled,2022-11-29
SELL02545,Swaminathan-Mukherjee,Chennai,2.7,65,Platform Fulfilled,2019-09-05
SELL02546,Chahal-Rana,Ahmedabad,4.3,489,Seller Fulfilled,2020-05-24
SELL02547,Ramachandran-Kannan,Pune,3.0,344,Platform Fulfilled,2023-01-25
SELL02548,Bhatt and Sons,Bangalore,3.9,40,Platform Fulfilled,2021-08-29
SELL02549,"Nagar, Tak and Dhaliwal",Ahmedabad,5.0,479,Seller Fulfilled,2019-01-17
SELL02550,Chatterjee-Bhagat,Bangalore,4.6,23,Platform Fulfilled,2019-08-08
SELL02551,Das-Dar,Surat,4.5,428,Platform Fulfilled,2021-01-24
SELL02552,Gaba Inc,Pune,3.8,88,Seller Fulfilled,2022-07-02
SELL02553,Nath Ltd,Hyderabad,3.5,83,Seller Fulfilled,2023-02-16
SELL02554,Toor-Behl,Pune,4.5,173,Platform Fulfilled,2019-12-12
SELL02555,"Buch, Mutti and Kannan",Hyderabad,5.0,97,Seller Fulfilled,2019-05-13
SELL02556,Pandey PLC,Surat,4.1,309,Platform Fulfilled,2021-07-31
SELL02557,Buch-Chand,Kolkata,3.3,26,Seller Fulfilled,2023-07-05
SELL02558,Vaidya Group,Hyderabad,3.6,275,Seller Fulfilled,2019-02-10
SELL02559,Rajagopalan Ltd,Chennai,3.3,272,Platform Fulfilled,2020-12-25
SELL02560,Batta Ltd,Surat,4.9,429,Seller Fulfilled,2023-10-11
SELL02561,Sharma PLC,Surat,4.9,414,Seller Fulfilled,2022-03-15
SELL02562,Zachariah-Radhakrishnan,Delhi,3.8,59,Seller Fulfilled,2023-01-19
SELL02563,Khalsa-Deshpande,Pune,3.2,292,Platform Fulfilled,2022-08-15
SELL02564,Narasimhan-Shroff,Chennai,2.4,367,Platform Fulfilled,2019-02-18
SELL02565,Sandhu Inc,Pune,3.4,307,Seller Fulfilled,2020-09-13
SELL02566,"Aurora, Vyas and Bhasin",Ahmedabad,4.7,492,Platform Fulfilled,2020-05-29
SELL02567,"Sachdeva, Nadkarni and Loke",Chennai,3.6,126,Seller Fulfilled,2021-10-06
SELL02568,"Pradhan, Chhabra and Kaur",Hyderabad,4.7,72,Seller Fulfilled,2021-12-14
SELL02569,"Krishna, Sekhon and Setty",Ahmedabad,3.2,203,Seller Fulfilled,2022-08-19
SELL02570,Chacko-Dada,Hyderabad,3.4,474,Seller Fulfilled,2021-07-10
SELL02571,"Mani, Saxena and Pradhan",Surat,4.2,296,Platform Fulfilled,2019-10-12
SELL02572,Singhal-Mitter,Delhi,3.2,89,Seller Fulfilled,2021-06-24
SELL02573,Maharaj Group,Delhi,4.1,479,Platform Fulfilled,2020-01-16
SELL02574,Nath-Rajagopal,Bangalore,3.3,196,Seller Fulfilled,2023-11-02
SELL02575,"Badal, Chand and Morar",Chennai,4.1,174,Seller Fulfilled,2020-11-28
SELL02576,Chad-Peri,Surat,3.2,336,Platform Fulfilled,2022-09-24
SELL02577,Gera-Bali,Surat,3.9,70,Seller Fulfilled,2022-04-09
SELL02578,Bhatt and Sons,Mumbai,4.4,330,Seller Fulfilled,2019-06-13
SELL02579,Comar-Khanna,Bangalore,4.4,439,Seller Fulfilled,2019-05-30
SELL02580,Din LLC,Pune,3.2,172,Seller Fulfilled,2021-12-21
SELL02581,Om-Talwar,Ahmedabad,2.8,473,Seller Fulfilled,2019-09-13
SELL02582,Sani PLC,Surat,3.4,170,Seller Fulfilled,2022-07-02
SELL02583,"Sarin, Datta and Mahajan",Mumbai,3.0,169,Platform Fulfilled,2022-06-15
SELL02584,Setty-Krish,Delhi,4.5,73,Platform Fulfilled,2019-09-17
SELL02585,Bath-Pillay,Surat,2.9,236,Seller Fulfilled,2022-12-19
SELL02586,Sundaram-Deshpande,Delhi,3.2,382,Seller Fulfilled,2022-07-15
SELL02587,Barman and Sons,Bangalore,4.4,414,Platform Fulfilled,2019-12-15
SELL02588,"Chowdhury, Vaidya and Chander",Hyderabad,4.0,402,Platform Fulfilled,2021-01-16
SELL02589,Raval-Puri,Delhi,5.0,190,Seller Fulfilled,2022-11-27
SELL02590,"Malhotra, Shanker and Char",Bangalore,3.2,42,Platform Fulfilled,2023-03-20
SELL02591,"Tiwari, Dey and Rajagopalan",Chennai,2.8,275,Platform Fulfilled,2020-03-05
SELL02592,"Gaba, Bhalla and Deshpande",Bangalore,3.6,295,Seller Fulfilled,2019-05-06
SELL02593,Dugal-Bera,Delhi,3.5,366,Platform Fulfilled,2022-06-11
SELL02594,Konda PLC,Bangalore,4.0,341,Seller Fulfilled,2022-12-06
SELL02595,Saraf PLC,Pune,3.1,351,Platform Fulfilled,2020-05-24
SELL02596,"Soman, Raja and Tandon",Bangalore,4.1,132,Seller Fulfilled,2022-02-10
SELL02597,Mohanty Group,Hyderabad,3.7,111,Seller Fulfilled,2021-10-15
SELL02598,Grewal PLC,Chennai,4.7,324,Seller Fulfilled,2023-03-19
SELL02599,"Kulkarni, Murty and Balan",Hyderabad,4.4,392,Seller Fulfilled,2021-11-24
SELL02600,"Mander, Dua and Sheth",Delhi,3.7,327,Seller Fulfilled,2020-01-16
SELL02601,Mitter-Solanki,Surat,3.6,144,Seller Fulfilled,2022-04-19
SELL02602,Sarin-Upadhyay,Delhi,3.8,474,Seller Fulfilled,2020-07-30
SELL02603,Goel and Sons,Kolkata,3.0,442,Seller Fulfilled,2023-06-18
SELL02604,Modi and Sons,Pune,3.6,82,Platform Fulfilled,2019-03-27
SELL02605,"Ghose, Lala and Peri",Surat,4.0,62,Seller Fulfilled,2020-09-13
SELL02606,"Krishnan, Dhaliwal and Hans",Ahmedabad,4.3,147,Seller Fulfilled,2020-07-05
SELL02607,Ramesh-Purohit,Pune,4.9,157,Seller Fulfilled,2022-12-01
SELL02608,Majumdar Group,Delhi,4.9,431,Platform Fulfilled,2022-07-11
SELL02609,"Deshmukh, Kata and Jani",Delhi,4.7,287,Seller Fulfilled,2020-02-06
SELL02610,Sem PLC,Delhi,3.4,300,Seller Fulfilled,2021-05-16
SELL02611,Varkey PLC,Ahmedabad,4.3,496,Seller Fulfilled,2019-02-11
SELL02612,D’Alia Group,Delhi,4.1,484,Seller Fulfilled,2020-07-06
SELL02613,Modi-Iyer,Delhi,4.5,397,Platform Fulfilled,2022-02-24
SELL02614,Jayaraman-Nagy,Bangalore,4.5,390,Seller Fulfilled,2020-12-19
SELL02615,"Thakur, Batta and Mistry",Kolkata,3.4,396,Platform Fulfilled,2021-07-21
SELL02616,"Sarin, Vyas and Chahal",Surat,4.2,437,Platform Fulfilled,2021-04-03
SELL02617,Din Group,Ahmedabad,3.7,316,Seller Fulfilled,2023-04-06
SELL02618,"Goda, Deep and Chandra",Surat,4.8,296,Seller Fulfilled,2021-08-14
SELL02619,"Sant, Soman and De",Delhi,3.1,226,Platform Fulfilled,2020-04-17
SELL02620,Dhingra-Andra,Delhi,3.8,214,Platform Fulfilled,2021-12-24
SELL02621,Joshi-Murthy,Chennai,4.3,343,Platform Fulfilled,2020-10-29
SELL02622,"Pathak, Bhandari and Viswanathan",Pune,4.2,281,Platform Fulfilled,2023-08-03
SELL02623,Gaba-Khalsa,Mumbai,2.9,437,Seller Fulfilled,2020-10-23
SELL02624,Bhatt and Sons,Delhi,4.3,17,Platform Fulfilled,2019-07-07
SELL02625,Pingle and Sons,Chennai,4.4,252,Seller Fulfilled,2022-02-04
SELL02626,Rana-Sane,Chennai,3.1,448,Platform Fulfilled,2021-07-14
SELL02627,"Mammen, Varty and Rao",Surat,3.9,142,Seller Fulfilled,2021-05-26
SELL02628,"Bhagat, Hayre and Mukhopadhyay",Mumbai,4.0,16,Seller Fulfilled,2022-05-21
SELL02629,Walia-Dass,Kolkata,3.5,143,Seller Fulfilled,2022-11-25
SELL02630,Kapur-Khatri,Pune,3.7,457,Platform Fulfilled,2020-08-04
SELL02631,Swaminathan Ltd,Mumbai,2.0,403,Platform Fulfilled,2020-06-06
SELL02632,Pillai Ltd,Hyderabad,4.6,488,Platform Fulfilled,2023-04-01
SELL02633,Iyengar and Sons,Ahmedabad,3.8,303,Seller Fulfilled,2020-02-20
SELL02634,Gade-Kara,Ahmedabad,4.1,340,Seller Fulfilled,2022-04-12
SELL02635,Bath-Acharya,Delhi,3.4,72,Seller Fulfilled,2022-07-25
SELL02636,Parikh-Halder,Pune,3.1,211,Platform Fulfilled,2021-07-03
SELL02637,Madan Group,Bangalore,4.1,105,Seller Fulfilled,2019-08-16
SELL02638,Suresh-Dhaliwal,Mumbai,4.1,43,Seller Fulfilled,2019-12-06
SELL02639,Barad PLC,Pune,3.1,161,Seller Fulfilled,2021-01-19
SELL02640,"Iyengar, Mittal and Natt",Bangalore,3.5,301,Seller Fulfilled,2019-09-18
SELL02641,Vora-Sharaf,Pune,4.1,425,Seller Fulfilled,2019-05-13
SELL02642,"Chahal, Dewan and Chaudhari",Ahmedabad,4.6,13,Seller Fulfilled,2021-06-09
SELL02643,Desai-Borra,Bangalore,2.8,10,Seller Fulfilled,2023-08-03
SELL02644,"Lall, Nagar and Jain",Surat,3.6,311,Seller Fulfilled,2022-11-28
SELL02645,Dave Ltd,Pune,4.8,384,Platform Fulfilled,2023-07-26
SELL02646,"Borra, Konda and Deshmukh",Mumbai,3.2,309,Platform Fulfilled,2023-01-08
SELL02647,Saraf-Dutta,Chennai,4.0,460,Seller Fulfilled,2019-10-27
SELL02648,Jhaveri-Nagarajan,Surat,3.1,328,Seller Fulfilled,2023-09-30
SELL02649,"Rao, Iyengar and Rai",Mumbai,3.2,57,Seller Fulfilled,2023-10-01
SELL02650,"Dar, Chaudhary and Yohannan",Chennai,3.8,175,Seller Fulfilled,2022-08-01
SELL02651,Kunda Inc,Hyderabad,4.4,147,Platform Fulfilled,2021-05-12
SELL02652,Lala-Reddy,Delhi,3.3,268,Seller Fulfilled,2023-10-13
SELL02653,"Master, Nori and Khare",Pune,4.1,222,Seller Fulfilled,2019-05-03
SELL02654,"Vaidya, Kulkarni and Devan",Bangalore,5.0,406,Platform Fulfilled,2022-02-12
SELL02655,"Bhasin, Tandon and Sane",Hyderabad,3.6,374,Seller Fulfilled,2022-11-25
SELL02656,Sood Inc,Bangalore,4.3,93,Seller Fulfilled,2020-02-03
SELL02657,Rajagopalan LLC,Bangalore,3.8,140,Seller Fulfilled,2023-06-30
SELL02658,Babu Inc,Kolkata,4.1,103,Platform Fulfilled,2022-11-07
SELL02659,"Bhagat, Sule and Dora",Delhi,4.5,345,Platform Fulfilled,2020-03-21
SELL02660,"Nath, Morar and Singhal",Mumbai,2.8,54,Seller Fulfilled,2022-04-21
SELL02661,"Chand, Ganesan and Gera",Delhi,4.0,447,Seller Fulfilled,2020-02-26
SELL02662,Lall Inc,Mumbai,2.6,416,Seller Fulfilled,2022-06-03
SELL02663,Patla-Kalla,Pune,5.0,127,Platform Fulfilled,2021-01-11
SELL02664,"Kamdar, Pandya and Bassi",Surat,4.4,452,Seller Fulfilled,2021-05-16
SELL02665,Hans and Sons,Kolkata,4.1,169,Platform Fulfilled,2022-08-05
SELL02666,Keer Ltd,Kolkata,3.5,126,Seller Fulfilled,2022-10-20
SELL02667,Wali-Kunda,Kolkata,3.9,144,Platform Fulfilled,2023-09-08
SELL02668,"Tak, Gera and Narasimhan",Ahmedabad,3.5,233,Platform Fulfilled,2020-05-22
SELL02669,Dhar-Saini,Mumbai,4.5,178,Platform Fulfilled,2022-03-18
SELL02670,"Raja, Varty and Modi",Chennai,4.0,133,Platform Fulfilled,2020-02-13
SELL02671,Samra-Chander,Pune,3.9,379,Seller Fulfilled,2021-01-28
SELL02672,Mistry-Guha,Delhi,3.9,386,Seller Fulfilled,2021-09-05
SELL02673,Oommen-Apte,Surat,4.7,263,Seller Fulfilled,2021-10-31
SELL02674,Soni-Thakkar,Pune,3.7,280,Seller Fulfilled,2022-07-07
SELL02675,Pradhan-Narasimhan,Delhi,4.1,112,Seller Fulfilled,2022-04-26
